DDODESC,DM.MAJ.SM.MIN.SMN.BUD.VC.PN.SOE,VoucherBillNO,BILLS,GROSS,AGDED,BTDED,NETPAYMENT
KNG04-215-GSSS KHANNI,Total, ,154,26872208,6625923,1748974,18497311
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 498 Dt:21/04/2017] , Billno-KNG042152017100001",1,150000,0,0,150000
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 538 Dt:21/04/2017] , Billno-KNG042152017100002",1,150000,0,0,150000
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 539 Dt:21/04/2017] , Billno-KNG042152017100003",1,200000,0,0,200000
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 540 Dt:21/04/2017] , Billno-KNG042152017100004",1,100000,0,0,100000
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 906 Dt:10/04/2017] , Billno-KNG04215032017-001",1,123160,56000,60,67100
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 907 Dt:10/04/2017] , Billno-KNG04215032017-002",1,71667,0,6853,64814
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 908 Dt:10/04/2017] , Billno-KNG04215032017-003",1,75382,34000,60,41322
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 909 Dt:10/04/2017] , Billno-KNG04215032017-004",1,543738,260000,420,283318
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 910 Dt:10/04/2017] , Billno-KNG04215032017-005",1,251284,0,22553,228731
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 1219 Dt:31/05/2017] , Billno-KNG042152017100010",1,400000,0,0,400000
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 1279 Dt:09/05/2017] , Billno-KNG04215042017-001",1,124721,56000,4060,64661
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 1280 Dt:09/05/2017] , Billno-KNG04215042017-002",1,72567,0,7943,64624
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 3674 Dt:24/05/2017] , Billno-KNG042152017100005",1,13744,13744,0,0
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 3675 Dt:24/05/2017] , Billno-KNG042152017100006",1,8046,0,813,7233
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 1281 Dt:09/05/2017] , Billno-KNG04215042017-003",1,76339,38000,4060,34279
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 1282 Dt:09/05/2017] , Billno-KNG04215042017-004",1,550636,260000,19420,271216
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 1283 Dt:09/05/2017] , Billno-KNG04215042017-005",1,265152,0,26365,238787
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 3801 Dt:24/05/2017] , Billno-KNG042152017100009",1,26507,0,2656,23851
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 3802 Dt:24/05/2017] , Billno-KNG042152017100007",1,8389,8389,0,0
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 3803 Dt:24/05/2017] , Billno-KNG042152017100008",1,61318,61318,0,0
KNG04-215-GSSS KHANNI,00-8009-01-101-02-S00N-V-N-47-ADVANCES,"[TRVch# 545 Dt:21/06/2017] , Billno-KNG042152017100019",1,400000,0,0,400000
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 706 Dt:08/06/2017] , Billno-KNG04215052017-001",1,124721,56000,4060,64661
KNG04-215-GSSS KHANNI,08-2202-01-101-03-S00N-V-N-01-SALARIES,"[TRVch# 707 Dt:08/06/2017] , Billno-KNG04215052017-002",1,72567,0,7943,64624
KNG04-215-GSSS KHANNI,08-2202-02-109-01-S00N-V-N-01-SALARIES,"[TRVch# 708 Dt:08/06/2017] , Billno-KNG04215052017-003",1,76339,38000,4060,34279
